gene	tpm
ENSG00000114302	5.05
ENSG00000114315	0.11
ENSG00000114316	39.82
ENSG00000114331	0
ENSG00000114346	18.51
ENSG00000114349	61.13
ENSG00000114353	0.34
ENSG00000114354	0
ENSG00000114374	18.39
ENSG00000114378	0.11
ENSG00000114383	0
ENSG00000114388	0
ENSG00000114391	10.54
ENSG00000114395	0
ENSG00000114405	4.04
ENSG00000114416	0
ENSG00000114423	13.24
ENSG00000114439	18.62
ENSG00000114446	0.11
ENSG00000114450	126.52
ENSG00000114455	1.57
ENSG00000114473	0.22
ENSG00000114480	0.45
ENSG00000114487	13.35
ENSG00000114491	98.59
ENSG00000114503	1.46
ENSG00000114520	2.36
ENSG00000114529	24.79
ENSG00000114541	76.72
ENSG00000114544	44.19
ENSG00000114547	0.45
ENSG00000114554	16.6
ENSG00000114573	0
ENSG00000114626	1.35
ENSG00000114631	0.11
ENSG00000114638	7.07
ENSG00000114646	0
ENSG00000114648	0
ENSG00000114650	0.22
ENSG00000114654	0
ENSG00000114656	2.24
ENSG00000114670	16.15
ENSG00000114686	41.95
ENSG00000114698	77.73
ENSG00000114735	17.39
ENSG00000114737	19.4
ENSG00000114738	1230.89
ENSG00000114739	2.8
ENSG00000114742	6.39
ENSG00000114744	0.67
ENSG00000114745	21.42
ENSG00000114757	183.05
ENSG00000114767	62.36
ENSG00000114770	5.94
ENSG00000114771	18.28
ENSG00000114779	35.67
ENSG00000114784	13.35
ENSG00000114790	0
ENSG00000114796	16.94
ENSG00000114805	11.89
ENSG00000114812	1.12
ENSG00000114841	98.14
ENSG00000114850	21.42
ENSG00000114853	9.65
ENSG00000114854	568.56
ENSG00000114857	0
ENSG00000114859	59.45
ENSG00000114861	3.25
ENSG00000114867	1.35
ENSG00000114902	0
ENSG00000114904	0
ENSG00000114923	9.42
ENSG00000114933	70.44
ENSG00000114942	16.38
ENSG00000114948	22.32
ENSG00000114956	17.5
ENSG00000114978	29.95
ENSG00000114982	75.93
ENSG00000114988	3.81
ENSG00000114993	10.66
ENSG00000114999	6.84
ENSG00000115008	11.55
ENSG00000115009	0.56
ENSG00000115020	0.79
ENSG00000115041	1.35
ENSG00000115042	0
ENSG00000115053	0
ENSG00000115073	50.03
ENSG00000115084	64.16
ENSG00000115085	44.98
ENSG00000115091	20.53
ENSG00000115107	0
ENSG00000115109	9.2
ENSG00000115112	35.89
ENSG00000115128	0
ENSG00000115129	28.27
ENSG00000115137	43.41
ENSG00000115138	0.11
ENSG00000115145	5.05
ENSG00000115155	0.11
ENSG00000115159	235.66
ENSG00000115163	1851.71
ENSG00000115165	1.46
ENSG00000115170	22.43
ENSG00000115183	27.82
ENSG00000115194	0
ENSG00000115204	9.31
ENSG00000115207	19.97
ENSG00000115211	1.46
ENSG00000115216	8.19
ENSG00000115221	0.22
ENSG00000115226	1.68
ENSG00000115232	71.56
ENSG00000115233	0
ENSG00000115234	2.58
ENSG00000115239	3.36
ENSG00000115241	8.75
ENSG00000115252	0.56
ENSG00000115255	22.77
ENSG00000115257	0
ENSG00000115263	6.73
ENSG00000115266	0
ENSG00000115267	0
ENSG00000115268	1.35
ENSG00000115271	0.67
ENSG00000115274	11.1
ENSG00000115275	4.71
ENSG00000115282	58.44
ENSG00000115286	2.13
ENSG00000115289	0.11
ENSG00000115290	0.45
ENSG00000115295	5.83
ENSG00000115297	0.11
ENSG00000115306	1.12
ENSG00000115307	32.75
ENSG00000115310	0
ENSG00000115317	17.72
ENSG00000115318	0
ENSG00000115325	0
ENSG00000115339	21.76
ENSG00000115350	22.66
ENSG00000115353	12
ENSG00000115355	26.7
ENSG00000115361	0
ENSG00000115363	13.24
ENSG00000115364	0
ENSG00000115365	4.04
ENSG00000115368	13.24
ENSG00000115380	51.48
ENSG00000115386	30.4
ENSG00000115392	70.89
ENSG00000115414	105.43
ENSG00000115415	35.56
ENSG00000115419	0.34
ENSG00000115421	98.03
ENSG00000115423	3.03
ENSG00000115425	9.31
ENSG00000115446	31.85
ENSG00000115457	26.7
ENSG00000115459	0.11
ENSG00000115461	7.96
ENSG00000115464	22.21
ENSG00000115468	6.39
ENSG00000115474	0.34
ENSG00000115484	13.57
ENSG00000115486	15.93
ENSG00000115488	23.33
ENSG00000115504	13.68
ENSG00000115507	22.77
ENSG00000115514	1.79
ENSG00000115520	0.22
ENSG00000115523	5.27
ENSG00000115524	5.72
ENSG00000115525	60.12
ENSG00000115526	0.22
ENSG00000115539	0.45
ENSG00000115540	4.71
ENSG00000115541	63.37
ENSG00000115548	52.16
ENSG00000115556	9.76
ENSG00000115561	29.95
ENSG00000115568	19.74
ENSG00000115590	8.3
ENSG00000115592	9.53
ENSG00000115593	0
ENSG00000115594	4.26
ENSG00000115596	9.76
ENSG00000115598	4.6
ENSG00000115602	18.96
ENSG00000115604	5.83
ENSG00000115607	7.74
ENSG00000115616	75.71
ENSG00000115641	36.23
ENSG00000115648	0
ENSG00000115649	47.56
ENSG00000115652	27.48
ENSG00000115657	3.36
ENSG00000115661	3.03
ENSG00000115665	0
ENSG00000115677	5.5
ENSG00000115685	51.48
ENSG00000115687	0.22
ENSG00000115694	1.91
ENSG00000115705	6.17
ENSG00000115718	0
ENSG00000115738	0.22
ENSG00000115750	15.03
ENSG00000115756	14.69
ENSG00000115758	0
ENSG00000115760	14.13
ENSG00000115761	20.64
ENSG00000115762	7.96
ENSG00000115806	0
ENSG00000115808	1.57
ENSG00000115816	6.51
ENSG00000115825	7.07
ENSG00000115827	26.81
ENSG00000115828	4.26
ENSG00000115839	2.69
ENSG00000115840	0.9
ENSG00000115841	3.7
ENSG00000115844	0.22
ENSG00000115850	44.42
ENSG00000115866	39.37
ENSG00000115875	34.88
ENSG00000115884	35.11
ENSG00000115896	6.95
ENSG00000115902	67.3
ENSG00000115904	8.3
ENSG00000115919	29.72
ENSG00000115935	0
ENSG00000115942	0.45
ENSG00000115944	17.27
ENSG00000115946	61.69
ENSG00000115947	0.11
ENSG00000115956	344.79
ENSG00000115963	14.24
ENSG00000115966	0.11
ENSG00000115970	6.51
ENSG00000115977	15.37
ENSG00000115993	7.96
ENSG00000115998	0
ENSG00000116001	0.67
ENSG00000116005	0.56
ENSG00000116014	3.48
ENSG00000116016	0
ENSG00000116017	1.68
ENSG00000116030	0
ENSG00000116031	0.45
ENSG00000116032	0.11
ENSG00000116035	0.79
ENSG00000116039	12.23
ENSG00000116044	56.75
ENSG00000116062	3.48
ENSG00000116095	3.7
ENSG00000116096	0
ENSG00000116106	249.34
ENSG00000116117	5.05
ENSG00000116120	46.32
ENSG00000116127	0.11
ENSG00000116128	15.48
ENSG00000116132	0
ENSG00000116133	33.76
ENSG00000116138	10.77
ENSG00000116141	5.5
ENSG00000116147	2.92
ENSG00000116151	42.06
ENSG00000116157	14.69
ENSG00000116161	7.29
ENSG00000116171	16.26
ENSG00000116176	0.11
ENSG00000116183	0
ENSG00000116191	23.55
ENSG00000116194	17.61
ENSG00000116198	0
ENSG00000116199	8.52
ENSG00000116205	10.32
ENSG00000116209	2.58
ENSG00000116212	1.91
ENSG00000116213	6.73
ENSG00000116218	88.05
ENSG00000116221	373.51
ENSG00000116237	2.58
ENSG00000116251	7.18
ENSG00000116254	5.27
ENSG00000116260	18.39
ENSG00000116266	7.85
ENSG00000116273	0.45
ENSG00000116285	32.64
ENSG00000116288	13.46
ENSG00000116299	0.45
ENSG00000116329	0.9
ENSG00000116337	2.24
ENSG00000116350	30.62
ENSG00000116353	17.83
ENSG00000116396	0
ENSG00000116406	0.11
ENSG00000116455	88.83
ENSG00000116459	30.62
ENSG00000116473	16.04
ENSG00000116478	10.32
ENSG00000116489	19.74
ENSG00000116497	6.95
ENSG00000116514	63.37
ENSG00000116521	214.68
ENSG00000116525	0.22
ENSG00000116539	0
ENSG00000116544	2.58
ENSG00000116560	48.34
ENSG00000116574	5.83
ENSG00000116580	334.36
ENSG00000116584	3.59
ENSG00000116586	44.08
ENSG00000116604	0
ENSG00000116641	18.96
ENSG00000116649	77.51
ENSG00000116661	1.12
ENSG00000116663	192.25
ENSG00000116667	30.06
ENSG00000116668	15.37
ENSG00000116670	0.11
ENSG00000116675	0
ENSG00000116678	29.05
ENSG00000116679	21.65
ENSG00000116685	5.5
ENSG00000116688	12.23
ENSG00000116690	2.8
ENSG00000116691	6.06
ENSG00000116698	3.14
ENSG00000116701	9.98
ENSG00000116703	0.79
ENSG00000116704	13.91
ENSG00000116711	0
ENSG00000116717	0.79
ENSG00000116721	38.7
ENSG00000116726	5.27
ENSG00000116729	1.46
ENSG00000116731	10.09
ENSG00000116741	0.34
ENSG00000116745	0
ENSG00000116747	24.23
ENSG00000116748	0.34
ENSG00000116750	24.79
ENSG00000116752	1231.11
ENSG00000116754	0.34
ENSG00000116761	0.56
ENSG00000116771	256.18
ENSG00000116774	10.66
ENSG00000116783	3.03
ENSG00000116785	113.96
ENSG00000116786	0.45
ENSG00000116791	1.12
ENSG00000116793	0
ENSG00000116809	0.67
ENSG00000116815	39.82
ENSG00000116819	18.62
ENSG00000116824	14.02
ENSG00000116830	0
ENSG00000116833	0
ENSG00000116852	0.9
ENSG00000116857	16.94
ENSG00000116863	0
ENSG00000116871	30.17
ENSG00000116874	1.23
ENSG00000116882	0.22
ENSG00000116885	0
ENSG00000116898	109.7
ENSG00000116903	8.97
ENSG00000116906	322.92
ENSG00000116918	11.55
ENSG00000116922	0
ENSG00000116954	5.27
ENSG00000116962	1.01
ENSG00000116977	1.23
ENSG00000116981	8.41
ENSG00000116983	0
ENSG00000116984	21.09
ENSG00000116985	30.62
ENSG00000116990	3.36
ENSG00000116991	21.42
ENSG00000116996	61.02
ENSG00000117000	61.8
ENSG00000117009	45.54
ENSG00000117010	2.8
ENSG00000117013	0
ENSG00000117016	0.11
ENSG00000117020	1.46
ENSG00000117036	80.87
ENSG00000117054	1.79
ENSG00000117069	16.71
ENSG00000117090	16.15
ENSG00000117091	0.9
ENSG00000117114	8.41
ENSG00000117115	10.09
ENSG00000117118	16.15
ENSG00000117122	0
ENSG00000117133	2.92
ENSG00000117139	118.89
ENSG00000117143	0
ENSG00000117148	18.73
ENSG00000117151	28.94
ENSG00000117152	14.36
ENSG00000117153	37.69
ENSG00000117154	8.75
ENSG00000117155	0
ENSG00000117174	0
ENSG00000117215	1.79
ENSG00000117222	0
ENSG00000117226	4.26
ENSG00000117228	2.02
ENSG00000117245	3.14
ENSG00000117262	56.87
ENSG00000117266	0.67
ENSG00000117280	4.71
ENSG00000117281	12.23
ENSG00000117298	42.73
ENSG00000117305	9.87
ENSG00000117308	22.32
ENSG00000117318	13.8
ENSG00000117322	0
ENSG00000117335	3.81
ENSG00000117360	6.06
ENSG00000117362	0.79
ENSG00000117385	42.96
ENSG00000117394	25.24
ENSG00000117395	0
ENSG00000117399	0
ENSG00000117400	4.49
ENSG00000117407	4.94
ENSG00000117408	0
ENSG00000117410	33.65
ENSG00000117411	6.73
ENSG00000117419	31.74
ENSG00000117425	10.43
ENSG00000117448	0
ENSG00000117450	9.31
ENSG00000117461	10.21
ENSG00000117472	95.34
ENSG00000117475	0.22
ENSG00000117477	92.87
ENSG00000117479	10.43
ENSG00000117480	28.49
ENSG00000117481	0
ENSG00000117500	1.23
ENSG00000117501	0
ENSG00000117505	0
ENSG00000117519	0
ENSG00000117523	7.74
ENSG00000117525	22.43
ENSG00000117528	0.56
ENSG00000117533	23.33
ENSG00000117543	1.91
ENSG00000117560	23.22
ENSG00000117569	44.87
ENSG00000117586	319.33
ENSG00000117592	20.53
ENSG00000117593	2297.45
ENSG00000117594	0
ENSG00000117595	0.11
ENSG00000117597	58.66
ENSG00000117598	42.85
ENSG00000117600	3.25
ENSG00000117601	2.92
ENSG00000117602	2.47
ENSG00000117614	19.74
ENSG00000117616	20.08
ENSG00000117620	0
ENSG00000117625	4.6
ENSG00000117632	32.42
ENSG00000117640	0
ENSG00000117643	13.46
ENSG00000117650	1.57
ENSG00000117676	0.22
ENSG00000117682	0
ENSG00000117691	2.69
ENSG00000117697	23.78
ENSG00000117707	2.36
ENSG00000117713	0
ENSG00000117724	46.66
ENSG00000117748	16.04
ENSG00000117751	0
ENSG00000117758	0
ENSG00000117791	3.25
ENSG00000117834	14.02
ENSG00000117859	19.52
ENSG00000117862	2.92
ENSG00000117868	34.77
ENSG00000117877	0
ENSG00000117899	19.29
ENSG00000117906	16.15
ENSG00000117971	1.23
ENSG00000117983	0.56
ENSG00000117984	0
ENSG00000118004	9.2
ENSG00000118007	24.12
ENSG00000118017	58.1
ENSG00000118046	10.77
ENSG00000118058	7.63
ENSG00000118094	13.57
ENSG00000118096	9.53
ENSG00000118113	0
ENSG00000118137	0
ENSG00000118156	11.67
ENSG00000118160	1.23
ENSG00000118162	0.79
ENSG00000118181	23.89
ENSG00000118193	2.02
ENSG00000118194	9.87
ENSG00000118197	5.16
ENSG00000118200	16.15
ENSG00000118217	2.02
ENSG00000118231	14.69
ENSG00000118242	0.34
ENSG00000118245	3.81
ENSG00000118246	4.04
ENSG00000118257	1.46
ENSG00000118260	0
ENSG00000118263	41.95
ENSG00000118271	1.35
ENSG00000118276	9.31
ENSG00000118292	14406.78
ENSG00000118298	0.45
ENSG00000118307	13.35
ENSG00000118308	1.46
ENSG00000118322	24.68
ENSG00000118363	9.98
ENSG00000118369	0
ENSG00000118402	18.39
ENSG00000118407	3.03
ENSG00000118412	0
ENSG00000118418	180.36
ENSG00000118420	7.96
ENSG00000118432	17.39
ENSG00000118434	43.41
ENSG00000118454	11.44
ENSG00000118473	0
ENSG00000118482	0
ENSG00000118491	292.97
ENSG00000118492	9.65
ENSG00000118495	45.65
ENSG00000118496	0
ENSG00000118503	1.79
ENSG00000118507	0.45
ENSG00000118508	13.68
ENSG00000118513	0
ENSG00000118514	0.11
ENSG00000118515	2.24
ENSG00000118518	49.24
ENSG00000118520	0.79
ENSG00000118523	8.41
ENSG00000118526	25.69
ENSG00000118557	33.54
ENSG00000118564	27.7
ENSG00000118579	4.94
ENSG00000118596	0.11
ENSG00000118600	2.02
ENSG00000118620	0
ENSG00000118640	0
ENSG00000118655	0
ENSG00000118680	7.96
ENSG00000118689	0.22
ENSG00000118690	10.09
ENSG00000118702	6.62
ENSG00000118705	25.69
ENSG00000118707	0
ENSG00000118729	3.03
ENSG00000118733	29.27
ENSG00000118762	9.53
ENSG00000118777	132.91
ENSG00000118785	22.77
ENSG00000118804	9.76
ENSG00000118816	0.67
ENSG00000118849	16.71
ENSG00000118855	12.34
ENSG00000118873	4.82
ENSG00000118894	4.49
ENSG00000118898	1.23
ENSG00000118900	14.24
ENSG00000118922	0.11
ENSG00000118939	85.13
ENSG00000118946	0
ENSG00000118960	0.11
ENSG00000118961	0.79
ENSG00000118965	1.12
ENSG00000118971	2.92
ENSG00000118972	15.59
ENSG00000118985	7.74
ENSG00000118997	21.65
ENSG00000119004	47.45
ENSG00000119013	16.15
ENSG00000119041	0
ENSG00000119042	0.11
ENSG00000119048	20.19
ENSG00000119121	10.09
ENSG00000119125	3.25
ENSG00000119138	0
ENSG00000119139	0.45
ENSG00000119147	24.9
ENSG00000119185	8.64
ENSG00000119203	16.38
ENSG00000119227	0.9
ENSG00000119231	72.35
ENSG00000119242	118.56
ENSG00000119280	0
ENSG00000119283	2.02
ENSG00000119285	51.48
ENSG00000119314	76.61
ENSG00000119318	0
ENSG00000119321	11.1
ENSG00000119326	10.88
ENSG00000119328	6.17
ENSG00000119333	1.01
ENSG00000119335	7.51
ENSG00000119383	20.19
ENSG00000119392	47
ENSG00000119396	0
ENSG00000119397	12.67
ENSG00000119401	43.74
ENSG00000119402	0.11
ENSG00000119403	39.93
ENSG00000119408	34.1
ENSG00000119411	73.8
ENSG00000119414	73.69
ENSG00000119421	379.56
ENSG00000119431	13.68
ENSG00000119446	0
ENSG00000119457	51.82
ENSG00000119471	89.51
ENSG00000119487	11.44
ENSG00000119508	0.11
ENSG00000119509	790.31
ENSG00000119514	4.26
ENSG00000119522	4.26
ENSG00000119523	14.81
ENSG00000119535	0
ENSG00000119537	9.98
ENSG00000119541	11.67
ENSG00000119547	7.4
ENSG00000119559	7.51
ENSG00000119574	0
ENSG00000119596	0.67
ENSG00000119599	11.89
ENSG00000119608	0
ENSG00000119614	144.47
ENSG00000119616	19.85
ENSG00000119630	22.54
ENSG00000119632	71.45
ENSG00000119636	9.87
ENSG00000119638	4.15
ENSG00000119640	0
ENSG00000119650	47.33
ENSG00000119655	1.12
ENSG00000119661	6.51
ENSG00000119669	184.29
ENSG00000119673	31.52
ENSG00000119681	5.38
ENSG00000119682	35.89
ENSG00000119684	11.22
ENSG00000119685	1.35
ENSG00000119686	18.62
ENSG00000119688	323.82
ENSG00000119689	0
ENSG00000119698	0
ENSG00000119699	14.81
ENSG00000119703	0
ENSG00000119705	8.75
ENSG00000119707	8.19
ENSG00000119711	16.94
ENSG00000119714	13.57
ENSG00000119715	18.39
ENSG00000119718	4.04
ENSG00000119720	120.02
ENSG00000119723	8.52
ENSG00000119725	13.91
ENSG00000119729	5.38
ENSG00000119737	13.57
ENSG00000119760	75.04
ENSG00000119771	0
ENSG00000119772	2.69
ENSG00000119777	0
ENSG00000119778	26.58
ENSG00000119782	16.82
ENSG00000119787	0.11
ENSG00000119801	9.09
ENSG00000119812	0.22
ENSG00000119820	97.69
ENSG00000119844	0
ENSG00000119862	31.52
ENSG00000119865	146.82
ENSG00000119866	6.17
ENSG00000119878	4.6
ENSG00000119888	22.66
ENSG00000119899	700.13
ENSG00000119900	7.74
ENSG00000119906	0
ENSG00000119912	45.09
ENSG00000119913	5.27
ENSG00000119915	12.56
ENSG00000119917	47.22
ENSG00000119919	0
ENSG00000119922	12
ENSG00000119927	0
ENSG00000119929	0
ENSG00000119938	18.84
ENSG00000119943	0
ENSG00000119946	18.73
ENSG00000119950	17.05
ENSG00000119953	19.07
ENSG00000119965	3.81
ENSG00000119969	0.11
ENSG00000119973	0.45
ENSG00000119977	6.28
ENSG00000119979	45.65
ENSG00000119986	7.29
ENSG00000120008	13.24
ENSG00000120029	56.42
ENSG00000120049	30.73
ENSG00000120051	65.73
ENSG00000120053	98.37
ENSG00000120054	13.12
ENSG00000120055	14.69
ENSG00000120057	0.9
ENSG00000120063	19.85
ENSG00000120068	193.03
ENSG00000120071	0
ENSG00000120075	2.69
ENSG00000120088	47
ENSG00000120093	13.01
ENSG00000120094	24.68
ENSG00000120129	78.29
ENSG00000120137	58.21
ENSG00000120149	83
ENSG00000120156	17.83
ENSG00000120158	77.06
ENSG00000120159	24.79
ENSG00000120160	0
ENSG00000120162	17.83
ENSG00000120210	1.01
ENSG00000120211	29.27
ENSG00000120215	6.84
ENSG00000120217	2.69
ENSG00000120235	0.22
ENSG00000120242	19.74
ENSG00000120251	0
ENSG00000120253	5.05
ENSG00000120254	24.12
ENSG00000120256	23.44
ENSG00000120262	21.2
ENSG00000120265	27.14
ENSG00000120278	7.29
ENSG00000120279	0
ENSG00000120280	0
ENSG00000120289	2.13
ENSG00000120306	51.37
ENSG00000120314	0
ENSG00000120318	51.15
ENSG00000120329	122.15
ENSG00000120332	1.79
ENSG00000120333	31.52
ENSG00000120334	0
ENSG00000120337	12.45
ENSG00000120341	45.65
ENSG00000120370	45.43
ENSG00000120436	5.5
ENSG00000120437	14.92
ENSG00000120438	5.61
ENSG00000120440	2.92
ENSG00000120451	1.12
ENSG00000120457	1.12
ENSG00000120458	26.47
ENSG00000120471	26.36
ENSG00000120498	17.16
ENSG00000120500	13.24
ENSG00000120509	0
ENSG00000120519	77.51
ENSG00000120526	9.2
ENSG00000120533	0.79
ENSG00000120539	28.49
ENSG00000120549	0
ENSG00000120563	4.26
ENSG00000120594	0.56
ENSG00000120616	5.38
ENSG00000120645	151.87
ENSG00000120647	0
ENSG00000120656	2.8
ENSG00000120658	10.43
ENSG00000120659	1.57
ENSG00000120662	13.68
ENSG00000120669	10.32
ENSG00000120675	20.19
ENSG00000120685	199.65
ENSG00000120686	48.01
ENSG00000120688	31.18
ENSG00000120690	0
ENSG00000120693	0.79
ENSG00000120694	1.91
ENSG00000120696	0
ENSG00000120697	15.25
ENSG00000120699	144.24
ENSG00000120705	1.12
ENSG00000120708	71.78
ENSG00000120709	0.79
ENSG00000120725	21.65
ENSG00000120727	47.45
ENSG00000120729	23.44
ENSG00000120733	21.09
ENSG00000120738	41.39
ENSG00000120742	0.67
ENSG00000120756	37.8
ENSG00000120784	26.13
ENSG00000120798	0.22
ENSG00000120800	24.68
ENSG00000120802	21.98
ENSG00000120805	4.37
ENSG00000120820	14.02
ENSG00000120832	19.07
ENSG00000120833	37.57
ENSG00000120837	8.64
ENSG00000120860	5.94
ENSG00000120868	49.58
ENSG00000120875	12
ENSG00000120885	0
ENSG00000120889	41.84
ENSG00000120896	0
ENSG00000120899	4.94
ENSG00000120903	0
ENSG00000120907	18.39
ENSG00000120910	0.11
ENSG00000120913	0
ENSG00000120915	134.6
ENSG00000120925	48.68
ENSG00000120937	1.01
ENSG00000120942	53.17
ENSG00000120948	0
ENSG00000120949	1.57
ENSG00000120952	2.47
ENSG00000120963	0.67
ENSG00000120992	0.56
ENSG00000121005	5.05
ENSG00000121022	2.92
ENSG00000121039	5.16
ENSG00000121053	31.97
ENSG00000121057	26.13
ENSG00000121058	8.86
ENSG00000121060	5.38
ENSG00000121064	1.01
ENSG00000121067	35.11
ENSG00000121068	12
ENSG00000121073	4.6
ENSG00000121075	6.39
ENSG00000121101	69.77
ENSG00000121104	8.75
ENSG00000121152	9.2
ENSG00000121207	450.9
ENSG00000121210	39.93
ENSG00000121211	58.44
ENSG00000121236	6.39
ENSG00000121270	22.88
ENSG00000121274	88.39
ENSG00000121281	130.67
ENSG00000121289	37.57
ENSG00000121297	2.13
ENSG00000121310	10.77
ENSG00000121314	12.23
ENSG00000121316	0.22
ENSG00000121318	21.87
ENSG00000121335	0.11
ENSG00000121350	16.04
ENSG00000121351	19.85
ENSG00000121361	25.57
ENSG00000121377	9.87
ENSG00000121380	9.98
ENSG00000121381	0.11
ENSG00000121390	2.47
ENSG00000121406	7.07
ENSG00000121410	26.25
ENSG00000121413	0.34
ENSG00000121417	32.98
ENSG00000121440	11.1
ENSG00000121446	0.9
ENSG00000121454	1.23
ENSG00000121481	31.74
ENSG00000121486	0.22
ENSG00000121542	10.99
ENSG00000121552	7.63
ENSG00000121570	10.43
ENSG00000121577	2.13
ENSG00000121578	0.22
ENSG00000121579	60.57
ENSG00000121594	21.98
ENSG00000121621	31.07
ENSG00000121634	45.43
ENSG00000121644	0.22
ENSG00000121653	5.94
ENSG00000121671	3.36
ENSG00000121680	68.76
ENSG00000121690	6.95
ENSG00000121691	19.74
ENSG00000121716	0
ENSG00000121741	0
ENSG00000121742	166.45
ENSG00000121743	28.71
ENSG00000121749	0
ENSG00000121753	5.16
ENSG00000121764	0
ENSG00000121766	5.61
ENSG00000121769	0
ENSG00000121774	0.79
ENSG00000121775	12.67
ENSG00000121797	32.19
ENSG00000121807	17.72
ENSG00000121851	0
ENSG00000121853	1.01
ENSG00000121858	30.62
ENSG00000121864	2.02
ENSG00000121871	12.56
ENSG00000121879	48.45
ENSG00000121892	9.98
ENSG00000121895	0.11
ENSG00000121897	6.39
ENSG00000121898	6.73
ENSG00000121900	0.45
ENSG00000121903	9.09
ENSG00000121904	0
ENSG00000121905	49.69
ENSG00000121931	4.37
ENSG00000121933	5.61
ENSG00000121940	0
ENSG00000121957	24.79
ENSG00000121964	71.34
ENSG00000121966	6.73
ENSG00000121988	6.06
ENSG00000121989	26.02
ENSG00000122008	55.75
ENSG00000122012	0
ENSG00000122025	14.92
ENSG00000122026	12.56
ENSG00000122033	0
ENSG00000122034	0.11
ENSG00000122035	0
ENSG00000122042	21.98
ENSG00000122068	7.29
ENSG00000122085	17.27
ENSG00000122121	36.23
ENSG00000122122	22.32
ENSG00000122126	0
ENSG00000122133	0.11
ENSG00000122136	168.13
ENSG00000122140	0.9
ENSG00000122145	1.01
ENSG00000122176	7.51
ENSG00000122180	0
ENSG00000122188	35.44
ENSG00000122194	26.81
ENSG00000122203	0.45
ENSG00000122218	65.28
ENSG00000122223	10.54
ENSG00000122224	6.28
ENSG00000122254	0.79
ENSG00000122257	25.46
ENSG00000122299	29.16
ENSG00000122304	33.65
ENSG00000122335	13.57
ENSG00000122359	0
ENSG00000122367	22.54
ENSG00000122375	1.57
ENSG00000122376	0.11
ENSG00000122378	0
ENSG00000122386	41.5
ENSG00000122390	6.51
ENSG00000122406	0.45
ENSG00000122417	7.29
ENSG00000122420	4.49
ENSG00000122432	2.8
ENSG00000122435	0
ENSG00000122477	147.61
ENSG00000122481	29.5
ENSG00000122482	41.72
ENSG00000122483	17.27
ENSG00000122484	1.91
ENSG00000122490	0
ENSG00000122507	4.37
ENSG00000122512	0.11
ENSG00000122515	25.91
ENSG00000122543	11.89
ENSG00000122545	0.11
ENSG00000122547	0
ENSG00000122550	0.56
ENSG00000122557	4.26
ENSG00000122565	4.82
ENSG00000122566	13.01
ENSG00000122574	0
ENSG00000122584	0.45
ENSG00000122585	3.93
ENSG00000122591	2.36
ENSG00000122592	25.8
ENSG00000122641	149.74
ENSG00000122642	2.58
ENSG00000122643	18.28
ENSG00000122644	0.67
ENSG00000122674	1.57
ENSG00000122678	12.9
ENSG00000122679	35.67
ENSG00000122687	2.69
ENSG00000122691	10.09
ENSG00000122692	26.13
ENSG00000122694	9.31
ENSG00000122696	0
ENSG00000122705	0.79
ENSG00000122707	1.46
ENSG00000122711	0.22
ENSG00000122728	24.79
ENSG00000122729	0
ENSG00000122733	2.13
ENSG00000122735	0
ENSG00000122741	64.27
ENSG00000122756	19.74
ENSG00000122778	13.24
ENSG00000122779	2.92
ENSG00000122783	0
ENSG00000122786	0
ENSG00000122787	0
ENSG00000122824	78.07
ENSG00000122852	9.09
ENSG00000122859	4.15
ENSG00000122861	0
ENSG00000122862	7.18
ENSG00000122863	0
ENSG00000122870	9.09
ENSG00000122873	0
ENSG00000122877	9.53
ENSG00000122882	1819.3
ENSG00000122884	1.12
ENSG00000122912	17.83
ENSG00000122952	0
ENSG00000122958	0.45
ENSG00000122965	27.7
ENSG00000122966	0
ENSG00000122970	1.23
ENSG00000122971	227.69
ENSG00000122986	1.23
ENSG00000123064	0
ENSG00000123066	12.11
ENSG00000123080	2.36
ENSG00000123091	47.33
ENSG00000123094	1107.84
ENSG00000123095	0
ENSG00000123096	4.82
ENSG00000123104	19.97
ENSG00000123106	75.15
ENSG00000123119	0
ENSG00000123124	10.88
ENSG00000123130	1.23
ENSG00000123131	2.02
ENSG00000123136	0
ENSG00000123143	0.22
ENSG00000123144	0
ENSG00000123146	7.07
ENSG00000123154	12
ENSG00000123159	2.24
ENSG00000123165	1.91
ENSG00000123171	1.91
ENSG00000123178	0.34
ENSG00000123179	6.28
ENSG00000123191	11.67
ENSG00000123200	22.43
ENSG00000123213	1.68
ENSG00000123219	0.56
ENSG00000123240	1.12
ENSG00000123243	0
ENSG00000123268	12
ENSG00000123297	12
ENSG00000123307	13.24
ENSG00000123329	22.88
ENSG00000123338	0.11
ENSG00000123342	1.23
ENSG00000123349	0.11
ENSG00000123352	7.4
ENSG00000123353	0
ENSG00000123358	9.09
ENSG00000123360	11.67
ENSG00000123364	0
ENSG00000123374	8.08
ENSG00000123384	41.39
ENSG00000123388	0.22
ENSG00000123395	0
ENSG00000123405	3.93
ENSG00000123407	2.24
ENSG00000123411	52.27
ENSG00000123415	1.57
ENSG00000123416	3.48
ENSG00000123427	5.72
ENSG00000123444	31.29
ENSG00000123453	13.46
ENSG00000123454	26.25
ENSG00000123472	15.48
ENSG00000123473	0.22
ENSG00000123485	4.15
ENSG00000123496	0
ENSG00000123500	12.67
ENSG00000123505	3.7
ENSG00000123545	6.95
ENSG00000123552	17.27
